id_siniestro,id_poliza,fecha_siniestro,tipo_siniestro,coste_siniestro
9104,3956,2024-06-01,Robo,980.9
9105,5328,2024-02-11,Accidente de tráfico,1555.06
9106,3173,2022-12-28,Robo,2292.87
9107,211,2022-11-28,Accidente de tráfico,1068.5
9108,7475,2024-07-26,Accidente de tráfico,1963.8
9109,12915,2024-09-23,Daños por agua,345.14
9110,1814,2024-02-11,Responsabilidad civil,1882.08
9111,10375,2023-04-07,Accidente de tráfico,2088.41
9112,11790,2024-05-26,Incendio,733.38
9113,3080,2025-01-17,Accidente de tráfico,1243.89
9114,3314,2024-06-14,Accidente de tráfico,1163.18
9115,10443,2024-12-02,Otros,521.5
9116,7400,2025-05-30,Responsabilidad civil,231.72
9117,10214,2024-03-02,Accidente de tráfico,177.74
9118,14685,2025-09-05,Daños por agua,1550.04
9119,13547,2023-05-16,Accidente de tráfico,162.31
9120,11363,2024-01-13,Robo,884.16
9121,8673,2022-11-29,Daños por agua,229.3
9122,9134,2025-07-04,Robo,944.12
9123,13914,2025-02-04,Daños por agua,637.24
9124,12371,2024-12-02,Accidente de tráfico,93.3
9125,13260,2025-10-19,Incendio,2346.33
9126,12410,2023-12-23,Robo,667.02
9127,11980,2023-03-28,Accidente de tráfico,1063.74
9128,12596,2024-02-27,Responsabilidad civil,2052.99
9129,10798,2025-08-09,Accidente de tráfico,1401.81
9130,2198,2025-07-19,Accidente de tráfico,2191.4
9131,4934,2024-05-21,Incendio,1525.4
9132,2093,2022-11-20,Accidente de tráfico,2004.46
9133,14940,2024-09-29,Robo,1822.82
9134,10793,2024-03-23,Accidente de tráfico,921.59
9135,5643,2024-11-27,Responsabilidad civil,1772.57
9136,915,2024-07-30,Responsabilidad civil,1180.04
9137,4970,2023-11-30,Accidente de tráfico,1539.97
9138,5091,2024-02-12,Accidente de tráfico,299.08
9139,3827,2025-04-09,Accidente de tráfico,1471.79
9140,9170,2024-05-31,Daños por agua,1607.41
9141,7761,2025-06-23,Daños por agua,1146.56
9142,11585,2023-11-13,Accidente de tráfico,1030.32
9143,579,2025-04-01,Accidente de tráfico,1208.65
9144,11589,2023-08-04,Responsabilidad civil,1078.19
9145,1768,2023-03-22,Daños por agua,654.21
9146,1847,2024-02-09,Responsabilidad civil,812.91
9147,12937,2025-03-05,Robo,317.58
9148,1238,2023-04-29,Otros,639.2
9149,11412,2025-03-28,Responsabilidad civil,1190.87
9150,13277,2024-06-28,Incendio,1334.76
9151,12850,2024-02-19,Daños por agua,1111.88
9152,6002,2023-07-10,Daños por agua,78.61
9153,11843,2023-12-26,Accidente de tráfico,701.05
9154,6339,2023-01-28,Daños por agua,533.35
9155,8574,2024-01-07,Robo,268.83
9156,11724,2023-08-24,Robo,2127.17
9157,12115,2024-07-08,Accidente de tráfico,150.79
9158,3530,2024-05-15,Otros,231.88
9159,14430,2024-01-19,Robo,1938.3
9160,3004,2024-03-10,Otros,2006.85
9161,8741,2023-02-25,Accidente de tráfico,741.41
9162,8764,2025-04-29,Robo,1736.57
9163,2859,2023-02-17,Robo,475.51
9164,14934,2024-08-17,Accidente de tráfico,1408.2
9165,2491,2023-01-11,Accidente de tráfico,1368.48
9166,9641,2023-01-11,Daños por agua,1042.27
9167,2868,2025-07-16,Responsabilidad civil,951.03
9168,13064,2023-07-27,Otros,894.65
9169,7912,2023-05-27,Accidente de tráfico,1106.53
9170,14277,2023-06-17,Otros,1815.04
9171,10927,2024-08-18,Robo,54.46
9172,5406,2025-09-17,Accidente de tráfico,948.0
9173,6959,2024-03-22,Daños por agua,1907.52
9174,6763,2024-08-10,Accidente de tráfico,1619.52
9175,73,2024-11-28,Responsabilidad civil,1871.71
9176,7883,2025-05-08,Daños por agua,974.63
9177,5919,2025-06-12,Responsabilidad civil,139.79
9178,12089,2023-06-25,Accidente de tráfico,1276.95
9179,11234,2024-08-07,Responsabilidad civil,1034.45
9180,13876,2024-05-30,Accidente de tráfico,1461.91
9181,9112,2023-05-21,Accidente de tráfico,437.72
9182,13941,2024-02-06,Incendio,1286.46
9183,1978,2023-10-16,Incendio,125.46
9184,5554,2023-12-30,Otros,2481.04
9185,4671,2023-03-25,Otros,1040.04
9186,6871,2024-10-14,Robo,2022.21
9187,3805,2025-02-14,Accidente de tráfico,307.42
9188,13456,2025-08-11,Robo,330.08
9189,14295,2023-02-03,Accidente de tráfico,210.59
9190,11771,2024-02-06,Accidente de tráfico,1952.82
9191,7839,2025-01-14,Accidente de tráfico,1344.66
9192,4005,2025-09-11,Responsabilidad civil,2083.59
9193,12723,2022-12-29,Otros,1567.35
9194,1258,2025-02-05,Responsabilidad civil,683.4
9195,45,2025-05-30,Daños por agua,3262.08
9196,11026,2025-10-23,Incendio,2170.12
9197,4280,2024-06-20,Daños por agua,2486.0
9198,2534,2024-05-07,Accidente de tráfico,327.1
9199,4772,2025-07-30,Incendio,1248.62
9200,7790,2025-03-10,Responsabilidad civil,1064.33
9201,532,2024-06-09,Incendio,407.96
9202,7207,2023-04-03,Accidente de tráfico,1927.21
9203,11709,2024-02-01,Accidente de tráfico,1377.24
9204,9368,2024-07-18,Robo,1486.39
9205,11619,2025-06-03,Robo,988.4
9206,5488,2023-06-18,Robo,530.45
9207,161,2025-08-10,Responsabilidad civil,1355.24
9208,4679,2023-04-23,Accidente de tráfico,260.36
9209,10924,2025-10-03,Robo,1818.97
9210,14631,2023-02-21,Accidente de tráfico,2374.06
9211,9899,2025-04-17,Accidente de tráfico,717.36
9212,11012,2023-10-05,Robo,1207.98
9213,9268,2025-09-15,Accidente de tráfico,1251.23
9214,12921,2024-06-08,Accidente de tráfico,1411.46
9215,3449,2025-02-07,Accidente de tráfico,816.41
9216,1606,2024-10-15,Incendio,854.98
9217,7082,2024-05-09,Accidente de tráfico,239.79
9218,9290,2024-11-06,Otros,1092.18
9219,9241,2023-12-26,Accidente de tráfico,1983.25
9220,1793,2023-03-14,Robo,2705.76
9221,451,2023-07-16,Otros,1230.12
9222,1533,2023-07-21,Responsabilidad civil,553.53
9223,5714,2024-12-22,Accidente de tráfico,1898.61
9224,3289,2024-10-29,Accidente de tráfico,982.95
9225,3247,2024-08-20,Daños por agua,931.29
9226,462,2024-11-17,Accidente de tráfico,1032.21
9227,13581,2022-11-12,Responsabilidad civil,818.87
9228,13490,2025-09-12,Accidente de tráfico,388.64
9229,4064,2023-11-18,Daños por agua,824.81
9230,252,2023-12-13,Accidente de tráfico,1148.28
9231,10261,2024-02-15,Accidente de tráfico,1041.25
9232,7599,2024-10-30,Responsabilidad civil,1260.35
9233,4412,2023-02-12,Accidente de tráfico,905.17
9234,5698,2025-02-08,Robo,1604.67
9235,9534,2024-06-17,Accidente de tráfico,1016.44
9236,8571,2025-03-20,Daños por agua,1641.76
9237,12123,2024-01-28,Daños por agua,11.13
9238,11907,2025-08-14,Accidente de tráfico,855.69
9239,714,2023-01-31,Otros,1144.83
9240,3661,2023-10-13,Daños por agua,789.52
9241,4935,2025-05-18,Responsabilidad civil,1108.39
9242,6094,2023-01-13,Robo,1208.87
9243,6072,2023-11-23,Responsabilidad civil,498.88
9244,9155,2022-12-21,Robo,822.21
9245,10561,2025-02-09,Accidente de tráfico,1388.38
9246,13261,2023-01-14,Robo,38.26
9247,10185,2024-12-21,Accidente de tráfico,1245.76
9248,10037,2024-07-19,Accidente de tráfico,1074.43
9249,628,2023-05-31,Robo,2178.78
9250,7949,2025-01-10,Accidente de tráfico,923.49
9251,9108,2023-10-19,Accidente de tráfico,1584.8
9252,9825,2024-03-01,Accidente de tráfico,1256.11
9253,12422,2025-10-17,Daños por agua,1269.54
9254,8762,2024-03-16,Accidente de tráfico,205.29
9255,1899,2025-07-06,Robo,831.3
9256,5719,2024-11-11,Daños por agua,1447.93
9257,11735,2023-03-30,Robo,1105.27
9258,5003,2024-01-05,Robo,620.04
9259,3353,2023-08-06,Accidente de tráfico,1908.05
9260,14159,2024-10-19,Responsabilidad civil,1230.22
9261,14907,2022-12-13,Accidente de tráfico,591.66
9262,9269,2025-04-23,Accidente de tráfico,513.14
9263,8157,2023-09-28,Accidente de tráfico,147.77
9264,8881,2023-03-04,Responsabilidad civil,842.31
9265,13149,2025-05-07,Responsabilidad civil,1166.61
9266,13405,2023-03-03,Robo,2787.58
9267,12462,2023-08-04,Accidente de tráfico,1745.29
9268,14262,2025-10-24,Accidente de tráfico,1756.03
9269,3259,2023-02-01,Robo,1260.9
9270,14831,2023-06-15,Incendio,1261.72
9271,16,2024-03-29,Responsabilidad civil,1959.63
9272,8927,2025-08-08,Otros,2216.6
9273,8642,2025-04-17,Accidente de tráfico,1474.31
9274,12872,2024-03-28,Daños por agua,1008.33
9275,6116,2023-10-15,Accidente de tráfico,224.66
9276,6160,2024-03-28,Accidente de tráfico,2153.37
9277,8338,2023-09-23,Incendio,1721.09
9278,1411,2025-06-27,Responsabilidad civil,1679.21
9279,1091,2023-05-22,Robo,2747.68
9280,2148,2024-01-15,Incendio,193.29
9281,3825,2023-04-28,Accidente de tráfico,975.69
9282,4429,2023-07-07,Daños por agua,944.18
9283,5062,2024-08-13,Robo,1571.0
9284,5943,2024-07-29,Accidente de tráfico,1558.53
9285,8777,2024-07-12,Robo,1057.66
9286,7473,2025-10-11,Robo,730.05
9287,8934,2023-07-28,Otros,1268.08
9288,3983,2025-08-10,Daños por agua,156.51
9289,3065,2023-01-03,Accidente de tráfico,691.88
9290,8568,2024-08-16,Robo,1916.06
9291,14732,2025-03-15,Accidente de tráfico,1463.99
9292,907,2024-03-15,Otros,1502.54
9293,6633,2024-06-24,Robo,169.46
9294,9187,2024-07-26,Daños por agua,579.36
9295,5382,2022-12-31,Accidente de tráfico,1140.51
9296,1990,2025-06-03,Accidente de tráfico,510.14
9297,12625,2022-10-30,Daños por agua,919.83
9298,1605,2023-06-18,Accidente de tráfico,1788.11
9299,10840,2025-01-02,Accidente de tráfico,2664.45
9300,9308,2025-02-22,Daños por agua,903.97
9301,14069,2024-03-22,Daños por agua,1260.97
9302,13068,2024-02-08,Incendio,1324.77
9303,11589,2023-02-08,Daños por agua,1352.86
9304,11002,2023-02-10,Responsabilidad civil,996.98
9305,8345,2023-02-21,Robo,1504.33
9306,9011,2023-04-27,Robo,1391.0
9307,1212,2025-07-09,Robo,1655.07
9308,4899,2023-05-17,Accidente de tráfico,1044.35
9309,11549,2022-12-08,Robo,580.62
9310,2835,2023-03-13,Accidente de tráfico,1838.88
9311,14421,2024-05-04,Accidente de tráfico,879.03
9312,2409,2022-12-16,Daños por agua,2213.01
9313,1264,2023-06-22,Daños por agua,589.67
9314,8635,2024-05-30,Daños por agua,223.52
9315,2062,2023-03-13,Accidente de tráfico,1224.07
9316,11382,2024-03-28,Accidente de tráfico,1270.46
9317,1648,2024-05-20,Otros,418.58
9318,11709,2023-11-24,Otros,580.9
9319,9007,2023-06-17,Incendio,1858.52
9320,13991,2024-10-14,Accidente de tráfico,1246.11
9321,14644,2025-10-02,Daños por agua,353.59
9322,6915,2024-09-16,Responsabilidad civil,116.29
9323,10133,2025-08-31,Robo,1159.83
9324,374,2023-03-15,Accidente de tráfico,621.51
9325,10764,2025-07-23,Responsabilidad civil,704.64
9326,8624,2023-12-23,Otros,359.69
9327,4227,2023-02-02,Accidente de tráfico,1279.35
9328,2199,2023-01-13,Robo,58.09
9329,5338,2024-02-21,Incendio,1638.71
9330,12960,2024-05-02,Robo,1149.03
9331,11518,2023-05-24,Responsabilidad civil,1363.71
9332,12179,2025-01-12,Otros,1157.67
9333,3148,2025-02-03,Accidente de tráfico,2414.91
9334,10788,2024-10-26,Accidente de tráfico,368.72
9335,391,2024-07-17,Accidente de tráfico,2251.82
9336,355,2024-01-18,Robo,756.89
9337,5733,2024-08-25,Daños por agua,1322.02
9338,14489,2024-12-20,Accidente de tráfico,259.88
9339,12081,2024-12-26,Daños por agua,2163.96
9340,6210,2022-11-27,Accidente de tráfico,656.08
9341,7667,2025-06-11,Daños por agua,3211.33
9342,10291,2022-12-03,Robo,1793.23
9343,10763,2025-09-19,Accidente de tráfico,1739.68
9344,9953,2023-11-20,Accidente de tráfico,1582.94
9345,2962,2025-06-20,Accidente de tráfico,2410.45
9346,2729,2025-10-06,Incendio,1629.5
9347,7282,2024-03-05,Daños por agua,834.03
9348,14186,2023-06-24,Incendio,655.65
9349,7458,2024-06-07,Otros,1615.84
9350,2861,2022-12-06,Incendio,1445.47
9351,12357,2024-03-29,Accidente de tráfico,2504.33
9352,6756,2025-10-21,Daños por agua,950.07
9353,13862,2023-04-12,Robo,1079.08
9354,4082,2024-12-12,Incendio,2311.02
9355,10327,2024-05-20,Accidente de tráfico,773.06
9356,9141,2024-01-23,Accidente de tráfico,1610.58
9357,3898,2024-06-13,Robo,456.17
9358,14675,2023-12-28,Daños por agua,1684.88
9359,2519,2023-03-19,Accidente de tráfico,1087.78
9360,10248,2023-09-03,Daños por agua,1229.19
9361,5805,2024-11-18,Accidente de tráfico,2156.76
9362,8624,2023-06-07,Daños por agua,827.63
9363,2222,2025-03-11,Robo,514.26
9364,14692,2023-04-09,Incendio,81.21
9365,13814,2023-04-06,Accidente de tráfico,734.5
9366,8074,2023-05-11,Accidente de tráfico,1459.4
9367,11496,2023-07-12,Daños por agua,1115.6
9368,6558,2023-09-14,Otros,549.81
9369,14648,2023-02-22,Accidente de tráfico,1636.63
9370,12216,2024-02-07,Daños por agua,1952.55
9371,1489,2023-12-06,Accidente de tráfico,482.45
9372,12318,2025-03-10,Otros,782.81
9373,7547,2025-01-30,Robo,386.8
9374,13945,2024-07-16,Robo,546.37
9375,5946,2023-10-15,Robo,434.64
9376,11376,2024-07-31,Incendio,1009.23
9377,14120,2024-08-12,Otros,1333.53
9378,6615,2024-12-16,Otros,336.86
9379,10485,2022-12-15,Incendio,826.93
9380,2276,2023-07-24,Robo,2395.86
9381,3630,2025-05-27,Otros,1745.91
9382,12633,2024-03-01,Incendio,1882.97
9383,10857,2024-05-18,Accidente de tráfico,320.25
9384,10407,2023-12-15,Accidente de tráfico,1446.1
9385,13297,2025-02-17,Accidente de tráfico,1739.2
9386,10379,2024-04-10,Accidente de tráfico,1411.36
9387,5763,2025-03-18,Accidente de tráfico,1318.62
9388,11894,2025-10-22,Robo,702.33
9389,8495,2025-07-04,Accidente de tráfico,1619.85
9390,12630,2025-05-08,Accidente de tráfico,987.82
9391,4765,2024-09-18,Incendio,1661.68
9392,13202,2024-03-19,Accidente de tráfico,679.73
9393,13352,2023-08-07,Accidente de tráfico,1133.68
9394,4104,2024-07-25,Accidente de tráfico,514.71
9395,3651,2024-04-15,Daños por agua,916.76
9396,7346,2024-11-22,Accidente de tráfico,963.89
9397,14334,2022-12-23,Incendio,2068.65
9398,13930,2023-01-21,Daños por agua,696.43
9399,6917,2024-04-15,Otros,569.32
9400,8911,2024-07-23,Robo,1243.4
9401,9076,2023-05-29,Accidente de tráfico,2017.95
9402,6299,2025-01-15,Responsabilidad civil,1512.62
9403,10213,2025-10-15,Otros,213.5
9404,1112,2024-01-18,Robo,1246.79
9405,12725,2024-01-08,Responsabilidad civil,1931.18
9406,7414,2023-08-20,Responsabilidad civil,1504.92
9407,6564,2023-06-08,Incendio,2120.07
9408,13994,2025-06-16,Accidente de tráfico,1427.46
9409,5406,2025-07-17,Responsabilidad civil,1014.88
9410,2319,2022-12-14,Responsabilidad civil,1650.29
9411,3271,2025-02-11,Daños por agua,928.44
9412,3225,2023-03-10,Accidente de tráfico,515.49
9413,6965,2023-03-18,Robo,1368.17
9414,9703,2024-08-16,Daños por agua,640.31
9415,9160,2022-12-31,Daños por agua,1074.09
9416,12474,2025-05-06,Daños por agua,2047.97
9417,4338,2024-07-24,Accidente de tráfico,472.99
9418,3448,2023-07-28,Responsabilidad civil,1053.37
9419,10032,2025-06-06,Daños por agua,874.85
9420,11015,2025-09-24,Robo,19.59
9421,9351,2023-11-11,Daños por agua,1998.28
9422,9864,2025-03-21,Otros,49.15
9423,1971,2024-03-15,Incendio,2027.37
9424,1885,2025-07-11,Robo,750.04
9425,9031,2024-08-28,Accidente de tráfico,2404.8
9426,2778,2023-03-16,Daños por agua,302.13
9427,4824,2023-08-23,Daños por agua,157.15
9428,14899,2024-06-09,Accidente de tráfico,232.19
9429,11388,2023-03-18,Accidente de tráfico,801.04
9430,8932,2024-03-11,Responsabilidad civil,1335.31
9431,12988,2023-04-01,Incendio,1358.37
9432,6305,2022-11-07,Accidente de tráfico,2990.96
9433,3287,2022-11-05,Responsabilidad civil,904.09
9434,1164,2023-09-06,Accidente de tráfico,1827.55
9435,13007,2024-12-03,Incendio,1795.81
9436,11882,2023-11-29,Accidente de tráfico,154.11
9437,6952,2025-06-25,Incendio,2445.53
9438,6202,2025-07-07,Otros,1085.19
9439,8363,2025-03-31,Otros,1264.9
9440,9401,2025-09-24,Accidente de tráfico,2154.72
9441,8773,2023-06-12,Robo,1984.54
9442,6064,2023-05-05,Robo,845.33
9443,1485,2023-06-15,Robo,1648.22
9444,14161,2022-11-07,Otros,1381.99
9445,11669,2025-06-13,Incendio,1404.49
9446,10517,2024-08-06,Robo,935.57
9447,6192,2025-06-06,Accidente de tráfico,1200.3
9448,6912,2024-12-29,Incendio,1647.66
9449,12420,2024-06-16,Accidente de tráfico,162.15
9450,1056,2022-12-20,Otros,1248.09
9451,12419,2023-01-09,Accidente de tráfico,179.94
9452,5497,2025-10-06,Robo,100.86
9453,11488,2024-12-03,Robo,1025.31
9454,3765,2024-10-19,Incendio,172.84
9455,4240,2025-09-21,Otros,1142.82
9456,231,2024-03-17,Daños por agua,1394.49
9457,6011,2024-09-18,Incendio,569.38
9458,11721,2023-03-18,Otros,1288.61
9459,5750,2024-05-09,Accidente de tráfico,1115.32
9460,7330,2024-05-09,Otros,399.81
9461,2155,2024-03-21,Accidente de tráfico,1951.29
9462,8827,2024-06-15,Robo,790.21
9463,8424,2023-05-27,Accidente de tráfico,94.92
9464,3252,2025-10-01,Daños por agua,1274.68
9465,10343,2023-08-13,Accidente de tráfico,466.9
9466,7245,2025-04-05,Accidente de tráfico,1825.74
9467,6410,2025-09-21,Otros,1428.96
9468,334,2024-01-09,Accidente de tráfico,480.99
9469,6621,2024-12-04,Accidente de tráfico,1364.23
9470,246,2024-08-01,Accidente de tráfico,1837.04
9471,10642,2024-02-16,Daños por agua,858.93
9472,8932,2024-07-20,Daños por agua,1267.22
9473,13880,2025-10-22,Accidente de tráfico,1046.06
9474,14803,2025-06-08,Robo,1598.82
9475,12883,2023-01-30,Responsabilidad civil,1434.67
9476,7355,2024-01-06,Daños por agua,2493.56
9477,3733,2024-03-31,Otros,1593.3
9478,14848,2024-10-03,Accidente de tráfico,695.19
9479,11387,2024-12-25,Otros,88.26
9480,7088,2024-05-28,Accidente de tráfico,806.05
9481,362,2025-06-13,Incendio,69.46
9482,1185,2025-10-15,Daños por agua,240.37
9483,10237,2025-08-20,Responsabilidad civil,1764.27
9484,1300,2022-11-04,Accidente de tráfico,1131.18
9485,3780,2025-04-12,Accidente de tráfico,1253.72
9486,4690,2024-03-30,Daños por agua,1073.65
9487,11333,2023-04-29,Incendio,2155.22
9488,14941,2025-05-17,Accidente de tráfico,625.25
9489,11954,2025-02-26,Accidente de tráfico,594.15
9490,12050,2022-12-08,Robo,598.67
9491,10678,2025-04-22,Accidente de tráfico,1093.46
9492,4884,2024-02-23,Accidente de tráfico,1040.47
9493,9648,2025-05-08,Accidente de tráfico,1903.37
9494,12014,2025-06-12,Robo,557.13
9495,4325,2023-01-27,Otros,2581.47
9496,7709,2024-05-03,Robo,1187.82
9497,13755,2024-05-31,Daños por agua,1815.29
9498,4931,2022-11-21,Accidente de tráfico,1145.91
9499,57,2023-09-24,Accidente de tráfico,1127.35
9500,5341,2023-05-12,Responsabilidad civil,542.13
9501,9806,2024-06-21,Accidente de tráfico,1397.16
9502,8619,2024-07-16,Accidente de tráfico,1344.18
9503,8628,2023-05-21,Accidente de tráfico,2361.26
9504,11050,2025-10-07,Accidente de tráfico,1712.55
9505,4814,2024-04-05,Accidente de tráfico,931.76
9506,1457,2023-03-24,Daños por agua,156.1
9507,11190,2023-01-18,Accidente de tráfico,307.49
9508,2406,2023-10-21,Accidente de tráfico,1073.92
9509,941,2023-03-24,Accidente de tráfico,1509.71
9510,6098,2024-05-12,Accidente de tráfico,1339.55
9511,1335,2023-11-14,Accidente de tráfico,1112.73
9512,3990,2022-12-03,Robo,1460.5
9513,6785,2024-12-23,Accidente de tráfico,950.57
9514,2784,2024-10-21,Accidente de tráfico,1156.52
9515,169,2022-12-15,Accidente de tráfico,1146.45
9516,4536,2023-10-30,Responsabilidad civil,1781.37
9517,7816,2023-10-12,Robo,683.41
9518,11598,2022-10-26,Daños por agua,1657.76
9519,4225,2023-07-04,Accidente de tráfico,2181.85
9520,7624,2023-12-28,Responsabilidad civil,2497.94
9521,5020,2024-07-23,Otros,783.7
9522,12571,2024-11-14,Otros,1828.06
9523,9768,2024-11-09,Daños por agua,861.27
9524,655,2024-08-05,Daños por agua,1424.71
9525,1320,2025-08-22,Otros,502.01
9526,2896,2025-06-20,Incendio,1483.28
9527,13578,2024-08-07,Robo,1328.7
9528,5295,2025-03-03,Accidente de tráfico,1310.62
9529,7791,2025-08-03,Accidente de tráfico,1789.64
9530,8656,2025-03-05,Accidente de tráfico,1644.67
9531,14100,2024-09-16,Accidente de tráfico,1981.27
9532,12562,2022-11-02,Otros,1523.6
9533,94,2024-08-15,Daños por agua,704.34
9534,7073,2024-01-24,Incendio,1611.62
9535,11126,2023-03-13,Robo,1095.71
9536,13329,2023-01-20,Responsabilidad civil,1850.69
9537,9310,2024-12-22,Robo,805.03
9538,476,2023-01-16,Accidente de tráfico,726.12
9539,1315,2025-06-18,Incendio,1451.43
9540,5716,2025-08-16,Otros,1416.44
9541,5809,2023-02-05,Daños por agua,1288.84
9542,11092,2022-11-05,Robo,1234.25
9543,338,2024-10-23,Daños por agua,1861.22
9544,10970,2025-08-08,Accidente de tráfico,131.66
9545,14245,2023-06-24,Daños por agua,1274.11
9546,12234,2025-03-18,Daños por agua,1946.65
9547,7317,2025-06-04,Accidente de tráfico,927.03
9548,13592,2024-08-29,Responsabilidad civil,1247.56
9549,10117,2024-12-02,Accidente de tráfico,1454.99
9550,7141,2023-07-17,Otros,2448.87
9551,8637,2023-07-25,Accidente de tráfico,599.01
9552,5201,2024-01-08,Otros,737.29
9553,10173,2025-01-20,Accidente de tráfico,2012.25
9554,12066,2024-04-03,Accidente de tráfico,831.23
9555,13228,2024-04-22,Accidente de tráfico,228.49
9556,8768,2023-04-22,Incendio,1265.47
9557,6762,2024-04-07,Accidente de tráfico,29.81
9558,14762,2025-07-02,Robo,992.5
9559,75,2024-09-19,Robo,2322.76
9560,5866,2022-12-19,Incendio,1854.19
9561,13290,2023-09-04,Accidente de tráfico,1828.25
9562,11134,2023-11-30,Accidente de tráfico,995.42
9563,2828,2023-09-05,Robo,1715.47
9564,7263,2024-01-07,Otros,682.08
9565,1242,2025-04-02,Otros,1861.35
9566,3499,2023-03-18,Robo,2475.79
9567,2242,2024-09-06,Accidente de tráfico,1884.45
9568,6590,2023-02-21,Responsabilidad civil,889.74
9569,12556,2025-08-21,Accidente de tráfico,631.73
9570,6061,2023-01-10,Accidente de tráfico,1069.38
9571,3758,2023-01-15,Robo,1965.96
9572,1939,2023-10-22,Responsabilidad civil,65.07
9573,9441,2025-08-04,Daños por agua,189.56
9574,5912,2025-06-24,Robo,687.38
9575,14217,2024-04-09,Otros,1320.43
9576,1350,2024-11-27,Daños por agua,1616.4
9577,10731,2025-06-23,Responsabilidad civil,1168.0
9578,8233,2022-12-27,Accidente de tráfico,668.09
9579,7238,2024-03-27,Daños por agua,276.12
9580,1056,2025-01-31,Accidente de tráfico,683.66
9581,9350,2023-10-12,Daños por agua,1199.48
9582,8015,2025-08-03,Robo,953.79
9583,10039,2023-09-30,Otros,1158.55
9584,422,2025-07-27,Accidente de tráfico,1304.91
9585,1363,2024-02-15,Robo,2101.77
9586,12748,2025-05-02,Otros,747.16
9587,7014,2024-01-04,Responsabilidad civil,1148.73
9588,12271,2023-11-08,Accidente de tráfico,1481.61
9589,827,2025-06-23,Daños por agua,2083.79
9590,11283,2024-11-20,Otros,1155.12
9591,6980,2024-01-09,Responsabilidad civil,1307.57
9592,541,2024-11-25,Daños por agua,2612.37
9593,7207,2024-05-29,Responsabilidad civil,115.29
9594,9092,2023-01-24,Responsabilidad civil,833.91
9595,5540,2024-08-22,Accidente de tráfico,381.08
9596,3323,2023-09-13,Responsabilidad civil,855.23
9597,14149,2024-07-10,Otros,13.08
9598,6231,2025-03-10,Accidente de tráfico,1090.95
9599,14132,2024-03-31,Accidente de tráfico,938.78
9600,11068,2023-09-14,Accidente de tráfico,1097.39
9601,5773,2025-03-18,Daños por agua,133.0
9602,6904,2025-06-19,Accidente de tráfico,137.87
9603,7823,2025-09-29,Accidente de tráfico,777.16
9604,3955,2023-08-06,Robo,2800.04
9605,3639,2024-12-21,Daños por agua,1874.61
9606,13281,2024-07-05,Robo,686.15
9607,9499,2023-09-08,Responsabilidad civil,971.02
9608,14963,2024-05-30,Accidente de tráfico,2358.87
9609,12383,2025-04-16,Robo,1730.19
9610,13428,2025-08-03,Otros,855.11
9611,3747,2025-09-22,Accidente de tráfico,1751.76
9612,14723,2023-10-21,Accidente de tráfico,1331.62
9613,13507,2023-11-20,Daños por agua,949.72
9614,12507,2025-09-06,Accidente de tráfico,1463.42
9615,9144,2023-02-26,Otros,805.13
9616,6473,2023-02-01,Otros,135.56
9617,12753,2024-05-12,Robo,1640.59
9618,10674,2023-05-25,Robo,2078.72
9619,14061,2024-04-30,Incendio,576.18
9620,3496,2024-08-05,Robo,1249.88
9621,159,2023-12-16,Otros,968.89
9622,12530,2023-03-31,Robo,529.87
9623,1144,2025-07-30,Accidente de tráfico,913.81
9624,14084,2024-07-06,Robo,2245.43
9625,2630,2024-04-26,Robo,1512.33
9626,8143,2023-01-09,Accidente de tráfico,8.35
9627,1116,2024-08-25,Accidente de tráfico,108.8
9628,8570,2024-01-29,Incendio,1209.1
9629,4337,2023-09-18,Robo,896.58
9630,10902,2023-10-13,Accidente de tráfico,1315.2
9631,8118,2022-12-04,Robo,810.05
9632,13368,2024-04-13,Responsabilidad civil,2323.71
9633,12458,2024-01-26,Robo,1008.16
9634,7499,2023-01-27,Robo,652.06
9635,6603,2024-07-13,Responsabilidad civil,6.45
9636,7683,2025-03-28,Accidente de tráfico,1673.76
9637,7052,2024-08-16,Robo,89.35
9638,1446,2024-05-21,Responsabilidad civil,1236.43
9639,10788,2023-03-29,Accidente de tráfico,1091.75
9640,8195,2023-12-27,Robo,1211.67
9641,3161,2024-12-27,Incendio,1893.94
9642,11738,2023-05-31,Accidente de tráfico,200.77
9643,4117,2024-06-14,Accidente de tráfico,1573.2
9644,14279,2025-03-09,Robo,604.9
9645,8742,2023-07-26,Accidente de tráfico,1548.29
9646,950,2024-10-02,Robo,429.1
9647,2654,2023-06-01,Incendio,1491.29
9648,13585,2024-04-03,Responsabilidad civil,1736.08
9649,5126,2024-07-17,Responsabilidad civil,1933.69
9650,7503,2023-11-11,Otros,1461.85
9651,2492,2025-06-21,Responsabilidad civil,971.83
9652,13982,2023-11-13,Otros,1567.01
9653,8583,2022-12-21,Responsabilidad civil,1920.09
9654,10699,2023-01-30,Otros,1509.38
9655,13485,2025-04-14,Robo,253.85
9656,8566,2025-07-05,Otros,1477.68
9657,2941,2023-06-11,Accidente de tráfico,17.53
9658,6612,2025-09-18,Incendio,284.27
9659,8728,2023-06-22,Responsabilidad civil,1119.11
9660,13761,2023-12-31,Daños por agua,1701.65
9661,7464,2023-02-14,Daños por agua,2192.31
9662,13352,2023-03-15,Accidente de tráfico,1544.31
9663,12571,2024-10-30,Responsabilidad civil,1134.26
